"Item","Fq","Concordance","Ventilation","Carte","Sélection"
"西方","4","","","",""
"胜","4","","","",""
"无聊","4","","","",""
"宁愿","4","","","",""
"纯粹","4","","","",""
"可能性","4","","","",""
"场合","4","","","",""
"自主","4","","","",""
"看什","4","","","",""
"大众","4","","","",""
"追","4","","","",""
"载","4","","","",""
"稳定","4","","","",""
"非小说","4","","","",""
"难度","4","","","",""
"轻","4","","","",""
"近年","4","","","",""
"你们","4","","","",""
"打游戏","4","","","",""
"既然","4","","","",""
"童年","4","","","",""
"孟莎美","4","","","",""
"标签","4","","","",""
"日期","4","","","",""
"德国","4","","","",""
"上海","4","","","",""
"厕所","4","","","",""
"──","4","","","",""
"全世界","4","","","",""
"孤独","4","","","",""
"度过","4","","","",""
"吵","4","","","",""
"担心","4","","","",""
"相处","4","","","",""
"为此","4","","","",""
"年均","4","","","",""
"其它","4","","","",""
"论是","4","","","",""
"沉迷","4","","","",""
"中午","4","","","",""
"青年人","4","","","",""
"电脑室","4","","","",""
"茶","4","","","",""
"偷偷摸摸","4","","","",""
"风险","4","","","",""
"阶梯","4","","","",""
"终身","4","","","",""
"直到","4","","","",""
"新书","4","","","",""
"市场","4","","","",""
"神经","4","","","",""
"街","4","","","",""
"停止","4","","","",""
"场所","4","","","",""
"聪明","4","","","",""
"物质","4","","","",""
"物理","4","","","",""
"发明","4","","","",""
"取决于","4","","","",""
"名言","4","","","",""
"几千","4","","","",""
"发表","4","","","",""
"走向","4","","","",""
"得出","4","","","",""
"政府","4","","","",""
"大陆","4","","","",""
"组织","4","","","",""
"周岁","4","","","",""
"接近","4","","","",""
"数","4","","","",""
"当代","4","","","",""
"题材","4","","","",""
"畅销","4","","","",""
"某种","4","","","",""
"当作","4","","","",""
"放在","4","","","",""
"中文","4","","","",""
"涉猎","4","","","",""
"价值","4","","","",""
"前途","4","","","",""
"探索","4","","","",""
"举报","4","","","",""
"称","4","","","",""
"接着","4","","","",""
"有着","4","","","",""
"呼吁","4","","","",""
"逐渐","4","","","",""
"棒","4","","","",""
"开展","4","","","",""
"把握","4","","","",""
"听课","4","","","",""
"汲取","4","","","",""
"否则","4","","","",""
"客户","4","","","",""
"硬件","4","","","",""
"以为","4","","","",""
"随时","4","","","",""
"好多","4","","","",""
"通勤","4","","","",""
"亚马逊","4","","","",""
"不知不觉","4","","","",""
"偶尔","4","","","",""
"说法","4","","","",""
"专心","4","","","",""
"公众","4","","","",""
"版本","4","","","",""
"上升","4","","","",""
"内置","4","","","",""
"亮度","4","","","",""
"创建","4","","","",""
"易","4","","","",""
"单一","4","","","",""
"适当","4","","","",""
"谈论","4","","","",""
"这时","4","","","",""
"排版","4","","","",""
"手册","4","","","",""
"熟悉","4","","","",""
"做法","4","","","",""
"节省","4","","","",""
"导","4","","","",""
"情操","4","","","",""
"聊","4","","","",""
"评分","4","","","",""
"疑问","4","","","",""
"千万","4","","","",""
"类型","4","","","",""
"融入","4","","","",""
"进去","4","","","",""
"三亚市","4","","","",""
"共","4","","","",""
"机器","4","","","",""
"少儿","4","","","",""
"人员","4","","","",""
"近期","4","","","",""
"试","4","","","",""
"输出","4","","","",""
"看起","4","","","",""
"官","4","","","",""
"清晰","4","","","",""
"试试","4","","","",""
"稍","4","","","",""
"源于","4","","","",""
"版权","4","","","",""
"普遍","4","","","",""
"入手","4","","","",""
"原有","4","","","",""
"互相","4","","","",""
"需","4","","","",""
"完书","4","","","",""
"下次","4","","","",""
"就读","4","","","",""
"投稿","4","","","",""
"趣味","4","","","",""
"领悟","4","","","",""
"如下","4","","","",""
"含义","4","","","",""
"增进","4","","","",""
"感情","4","","","",""
"中小学生","4","","","",""
"避免","4","","","",""
"花费","4","","","",""
"家庭","4","","","",""
"上课","4","","","",""
"可见","4","","","",""
"羊","4","","","",""
"送","4","","","",""
"画画","4","","","",""
"模仿","4","","","",""
"玩具","4","","","",""
"热搜","4","","","",""
"▲","4","","","",""
"李有","4","","","",""
"化名","4","","","",""
"束之高阁","4","","","",""
"昆明","4","","","",""
"根植","4","","","",""
"随时随地","4","","","",""
"拍摄","4","","","",""
"朱利伟","4","","","",""
"挤出","4","","","",""
"路径","4","","","",""
"实","4","","","",""
"益处","4","","","",""
"背后","4","","","",""
"圈子","4","","","",""
"脑力","4","","","",""
"相反","4","","","",""
"扩大","4","","","",""
"他人","4","","","",""
"做出","4","","","",""
"具备","4","","","",""
"飞","4","","","",""
"麻烦","4","","","",""
"文中","4","","","",""
"无所谓","4","","","",""
"衰退","4","","","",""
"表面","4","","","",""
"持","4","","","",""
"那里","4","","","",""
"邮件","4","","","",""
"辨别","4","","","",""
"绝大部分","4","","","",""
"书法","4","","","",""
"出门","4","","","",""
"天下","4","","","",""
"丢","4","","","",""
"被动","4","","","",""
"这时候","4","","","",""
"步骤","4","","","",""
"携","4","","","",""
"电商","4","","","",""
"精选","4","","","",""
"舒适度","4","","","",""
"飞智","4","","","",""
"闲暇","4","","","",""
"书柜","4","","","",""
"收纳","4","","","",""
"读器","4","","","",""
"网盘","4","","","",""
"翻译","4","","","",""
"商务","4","","","",""
"抱","4","","","",""
"咨询","4","","","",""
"足以","4","","","",""
"除非","4","","","",""
"电视机","4","","","",""
"表","4","","","",""
"创业","4","","","",""
"要是","4","","","",""
"乱","4","","","",""
"饭","4","","","",""
"仿佛","4","","","",""
"时长","4","","","",""
"字号","4","","","",""
"沁宝","4","","","",""
"华文","4","","","",""
"最新","4","","","",""
"习题","4","","","",""
"散文","4","","","",""
"面对","4","","","",""
"中学","4","","","",""
"真是","4","","","",""
"套路","4","","","",""
"营养","4","","","",""
"悠闲","4","","","",""
"此书","4","","","",""
"开播","4","","","",""
"构思","4","","","",""
"懂得","4","","","",""
"转换","4","","","",""
"门道","4","","","",""
"访谈","3","","","",""
"纪录片","3","","","",""
"读书会","3","","","",""
"商","3","","","",""
"观看","3","","","",""
"创造力","3","","","",""
"天才","3","","","",""
"经济学","3","","","",""
"英国","3","","","",""
"真实","3","","","",""
"社区","3","","","",""
"国内","3","","","",""
"通俗","3","","","",""
"回答者","3","","","",""
"生存","3","","","",""
"渴望","3","","","",""
"补充","3","","","",""
"员工","3","","","",""
"逼","3","","","",""
"极大","3","","","",""
"反对","3","","","",""
"剥夺","3","","","",""
"打牌","3","","","",""
"正面","3","","","",""
"藏书量","3","","","",""
"信","3","","","",""
"收入","3","","","",""
"固然","3","","","",""
"另一方面","3","","","",""
"制度","3","","","",""
"畅销榜","3","","","",""
"之类","3","","","",""
"整","3","","","",""
"多数","3","","","",""
"编程","3","","","",""
"学科","3","","","",""
"学术","3","","","",""
"开放","3","","","",""
"普通人","3","","","",""
"小孩子","3","","","",""
"复","3","","","",""
"理性","3","","","",""
"友好","3","","","",""
"简直","3","","","",""
"允许","3","","","",""
"行房","3","","","",""
"受用","3","","","",""
"秘诀","3","","","",""
"传记","3","","","",""
"女儿","3","","","",""
"做好","3","","","",""
"停留","3","","","",""
"大声","3","","","",""
"悠久","3","","","",""
"突然","3","","","",""
"打电话","3","","","",""
"谈话","3","","","",""
"低头","3","","","",""
"刷","3","","","",""
"指","3","","","",""
"忘记","3","","","",""
"发呆","3","","","",""
"宁可","3","","","",""
"俄罗斯","3","","","",""
"可怜","3","","","",""
"此前","3","","","",""
"交通","3","","","",""
"静静地","3","","","",""
"高谈阔论","3","","","",""
"打瞌睡","3","","","",""
"繁荣","3","","","",""
"娱乐业","3","","","",""
"小镇","3","","","",""
"常事","3","","","",""
"高低","3","","","",""
"中老年人","3","","","",""
"少年儿童","3","","","",""
"男生","3","","","",""
"女生","3","","","",""
"少部分","3","","","",""
"讽刺","3","","","",""
"无所事事","3","","","",""
"包","3","","","",""
"烟","3","","","",""
"半天","3","","","",""
"忙于","3","","","",""
"检查","3","","","",""
"应酬","3","","","",""
"饭局","3","","","",""
"感叹","3","","","",""
"抽","3","","","",""
"专利","3","","","",""
"国际","3","","","",""
"实现","3","","","",""
"伟大","3","","","",""
"大师","3","","","",""
"低智商社会","3","","","",""
"城市","3","","","",""
"昂贵","3","","","",""
"门","3","","","",""
"国土","3","","","",""
"购书","3","","","",""
"世纪","3","","","",""
"风气","3","","","",""
"大国","3","","","",""
"明","3","","","",""
"可谓","3","","","",""
"境界","3","","","",""
"当今","3","","","",""
"人气","3","","","",""
"阳光","3","","","",""
"腹","3","","","",""
"诗书","3","","","",""
"气","3","","","",""
"华","3","","","",""
"古今中外","3","","","",""
"无数","3","","","",""
"全球","3","","","",""
"种种","3","","","",""
"绝对","3","","","",""
"实施","3","","","",""
"项目","3","","","",""
"列","3","","","",""
"举办","3","","","",""
"农民","3","","","",""
"老干部","3","","","",""
"导向","3","","","",""
"政治","3","","","",""
"大多","3","","","",""
"成熟","3","","","",""
"强烈","3","","","",""
"创新","3","","","",""
"实用","3","","","",""
"育","3","","","",""
"教辅","3","","","",""
"减弱","3","","","",""
"出于","3","","","",""
"便于","3","","","",""
"星期","3","","","",""
"逛","3","","","",""
"品味","3","","","",""
"举例","3","","","",""
"人性","3","","","",""
"网易号","3","","","",""
"好友","3","","","",""
"圈","3","","","",""
"困扰","3","","","",""
"热议","3","","","",""
"严谨","3","","","",""
"畅销书","3","","","",""
"幅","3","","","",""
"一百","3","","","",""
"床","3","","","",""
"姿势","3","","","",""
"一致","3","","","",""
"状况","3","","","",""
"发达","3","","","",""
"反之","3","","","",""
"良","3","","","",""
"笨","3","","","",""
"做事","3","","","",""
"章","3","","","",""
"陪","3","","","",""
"操作","3","","","",""
"替代","3","","","",""
"回到","3","","","",""
"安装","3","","","",""
"被迫","3","","","",""
"随意","3","","","",""
"周末","3","","","",""
"公园","3","","","",""
"配","3","","","",""
"抓住","3","","","",""
"早起","3","","","",""
"一辈子","3","","","",""
"贵","3","","","",""
"协调","3","","","",""
"珍惜","3","","","",""
"查","3","","","",""
"分心","3","","","",""
"同意","3","","","",""
"想到","3","","","",""
"强调","3","","","",""
"显然","3","","","",""
"信息量","3","","","",""
"符合","3","","","",""
"印刷","3","","","",""
"喜好","3","","","",""
"大小","3","","","",""
"说是","3","","","",""
"书包","3","","","",""
"严重","3","","","",""
"水","3","","","",""
"损坏","3","","","",""
"坏","3","","","",""
"远远","3","","","",""
"打算","3","","","",""
"常用","3","","","",""
"伤","3","","","",""
"穷","3","","","",""
"目录","3","","","",""
"跳","3","","","",""
"废话","3","","","",""
"法","3","","","",""
"堆","3","","","",""
"解答","3","","","",""
"理","3","","","",""
"药","3","","","",""
"面试官","3","","","",""
"描述","3","","","",""
"请问","3","","","",""
"一蹴而就","3","","","",""
"肤浅","3","","","",""
"之中","3","","","",""
"趋势","3","","","",""
"俗气","3","","","",""
"前提","3","","","",""
"设置","3","","","",""
"因而","3","","","",""
"看书」","3","","","",""
"怀","3","","","",""
"赋予","3","","","",""
"回路","3","","","",""
"视角","3","","","",""
"缓解","3","","","",""
"确认","3","","","",""
"定位","3","","","",""
"小事","3","","","",""
"一味","3","","","",""
"愉悦","3","","","",""
"十几","3","","","",""
"细细","3","","","",""
"相同","3","","","",""
"喝茶","3","","","",""
"百","3","","","",""
"传","3","","","",""
"贴","3","","","",""
"安心","3","","","",""
"没用","3","","","",""
"逗","3","","","",""
"总手","3","","","",""
"复盘法","3","","","",""
"结合","3","","","",""
"灵感","3","","","",""
"突发","3","","","",""
"成果","3","","","",""
"指引","3","","","",""
"对抗","3","","","",""
"常","3","","","",""
"判断","3","","","",""
"扫码","3","","","",""
"没关系","3","","","",""
"率","3","","","",""
"香","3","","","",""
"不过","3","","","",""
"呆","3","","","",""
"经由","3","","","",""
"美妙","3","","","",""
"增","3","","","",""
"超越","3","","","",""
"背诵","3","","","",""
"论证","3","","","",""
"身心","3","","","",""
"魅力","3","","","",""
"行业","3","","","",""
"绘本","3","","","",""
"个性","3","","","",""
"至关重要","3","","","",""
"切合","3","","","",""
"说话","3","","","",""
"图画","3","","","",""
"物","3","","","",""
"车","3","","","",""
"色彩","3","","","",""
"尽量","3","","","",""
"道路","3","","","",""
"主导","3","","","",""
"喜","3","","","",""
"耳濡目染","3","","","",""
"编","3","","","",""
"觉","3","","","",""
"自信","3","","","",""
"扮演","3","","","",""
"干净","3","","","",""
"最为","3","","","",""
"优美","3","","","",""
"审美","3","","","",""
"内涵","3","","","",""
"品质","3","","","",""
"滋养","3","","","",""
"投资","3","","","",""
"不足","3","","","",""
"针对性","3","","","",""
"对待","3","","","",""
"重复","3","","","",""
"持之以恒","3","","","",""
"一边","3","","","",""
"看看书","3","","","",""
"听觉","3","","","",""
"媒介","3","","","",""
"书目","3","","","",""
"扎心","3","","","",""
"玩手机","3","","","",""
"关键词","3","","","",""
"考上","3","","","",""
"翻阅","3","","","",""
"偏向","3","","","",""
"借口","3","","","",""
"展示","3","","","",""
"天地","3","","","",""
"资讯","3","","","",""
"渐渐","3","","","",""
"走红","3","","","",""
"世","3","","","",""
"娱","3","","","",""
"拓宽","3","","","",""
"交","3","","","",""
"刚刚","3","","","",""
"深深","3","","","",""
"偶像","3","","","",""
"请教","3","","","",""
"无疑","3","","","",""
"羁绊","3","","","",""
"姿态","3","","","",""
"识","3","","","",""
"头","3","","","",""
"学以致用","3","","","",""
"负责","3","","","",""
"完善","3","","","",""
"降低","3","","","",""
"争论","3","","","",""
"某些","3","","","",""
"建","3","","","",""
"富有","3","","","",""
"运转","3","","","",""
"有助","3","","","",""
"灌输","3","","","",""
"主角","3","","","",""
"发出","3","","","",""
"逃","3","","","",""
"激烈","3","","","",""
"树立","3","","","",""
"保存","3","","","",""
"老年痴呆症","3","","","",""
"现","3","","","",""
"英语","3","","","",""
"概念","3","","","",""
"防止","3","","","",""
"扩展","3","","","",""
"制定","3","","","",""
"词汇","3","","","",""
"分配","3","","","",""
"完美","3","","","",""
"性","3","","","",""
"挑战","3","","","",""
"丈夫","3","","","",""
"各个","3","","","",""
"笨重","3","","","",""
"家人","3","","","",""
"多多","3","","","",""
"读书破万卷","3","","","",""
"下笔如有神","3","","","",""
"无关","3","","","",""
"流","3","","","",""
"镜头","3","","","",""
"至今","3","","","",""
"主力","3","","","",""
"爆炸","3","","","",""
"感知","3","","","",""
"模型","3","","","",""
"消化","3","","","",""
"标记","3","","","",""
"讲述","3","","","",""
"上去","3","","","",""
"会议","3","","","",""
"选购","3","","","",""
"分辨","3","","","",""
"卖","3","","","",""
"估计","3","","","",""
"度","3","","","",""
"储存","3","","","",""
"一代","3","","","",""
"尊","3","","","",""
"享版","3","","","",""
"书墨","3","","","",""
"双","3","","","",""
"居然","3","","","",""
"传输","3","","","",""
"板","3","","","",""
"系列","3","","","",""
"渠道","3","","","",""
"演示","3","","","",""
"基于","3","","","",""
"研发","3","","","",""
"术","3","","","",""
"会员","3","","","",""
"平","3","","","",""
"初三","3","","","",""
"巩固","3","","","",""
"负担","3","","","",""
"孔乙己","3","","","",""
"题主","3","","","",""
"央视","3","","","",""
"树","3","","","",""
"陷入","3","","","",""
"号","3","","","",""
"造","3","","","",""
"竹简","3","","","",""
"红楼梦","3","","","",""
"诗经","3","","","",""
"显","3","","","",""
"聊聊","3","","","",""
"宣传","3","","","",""
"啃","3","","","",""
"混乱","3","","","",""
"盲目","3","","","",""
"质疑","3","","","",""
"保障","3","","","",""
"贴近","3","","","",""
"解读","3","","","",""
"女","3","","","",""
"约会","3","","","",""
"黄金屋","3","","","",""
"精神食粮","3","","","",""
"俞敏洪","3","","","",""
"演讲","3","","","",""
"旅游","3","","","",""
"学堂","3","","","",""
"从事","3","","","",""
"批评","3","","","",""
"天生","3","","","",""
"句子","3","","","",""
"青年报","3","","","",""
"笔者","3","","","",""
"无用论","3","","","",""
"分数","3","","","",""
"实验","3","","","",""
"开书单","3","","","",""
"大三","3","","","",""
"日积月累","3","","","",""
"产物","3","","","",""
"定","3","","","",""
"适应","3","","","",""
"陆贾","3","","","",""
"精彩","3","","","",""
"言语","3","","","",""
"志","3","","","",""
"放弃","3","","","",""
"距离","3","","","",""
"应当","3","","","",""
"平凡","3","","","",""
"修","3","","","",""
"规律","3","","","",""
"猜","3","","","",""
"代替","3","","","",""
"命题","3","","","",""
"出发","3","","","",""
"洁本","3","","","",""
"心底","3","","","",""
"剩下","3","","","",""
"开端","3","","","",""
"就要","3","","","",""
"椅子","3","","","",""
"¡","3","","","",""
"ָ","3","","","",""
"̡","3","","","",""
"±","3","","","",""
"余生请多指教","3","","","",""
"¿","3","","","",""
"规定","3","","","",""
"阻碍","3","","","",""
"图｜","3","","","",""
"摄图网","3","","","",""
"广州","3","","","",""
"朴新","3","","","",""
"养","3","","","",""
"及时","3","","","",""
"书房","3","","","",""
"会计","3","","","",""
"出自","3","","","",""
"老话","3","","","",""
"警惕","3","","","",""
"纠结","3","","","",""
"一千零一夜","3","","","",""
"留","3","","","",""
"两脚书橱","3","","","",""
"梳理","3","","","",""
"鹅","3","","","",""
"姐妹","3","","","",""
"风青","3","","","",""
"考取","3","","","",""
"小众","2","","","",""
"动画","2","","","",""
"会」","2","","","",""
"你好","2","","","",""
"同名","2","","","",""
"创意","2","","","",""
"庭教育","2","","","",""
"父亲","2","","","",""
"行动力","2","","","",""
"归档","2","","","",""
"少年","2","","","",""
"商学院","2","","","",""
"倒","2","","","",""
"电视剧","2","","","",""
"一点点","2","","","",""
"明治","2","","","",""
"俄国人","2","","","",""
"常年","2","","","",""
"客","2","","","",""
"居","2","","","",""
"欧","2","","","",""
"外语","2","","","",""
"人民","2","","","",""
"吃惊","2","","","",""
"恰恰相反","2","","","",""
"越是","2","","","",""
"提问者","2","","","",""
"奖惩","2","","","",""
"措施","2","","","",""
"赌博","2","","","",""
"闲扯","2","","","",""
"文革","2","","","",""
"教辅书","2","","","",""
"代名词","2","","","",""
"可怕","2","","","",""
"抵触","2","","","",""
"一会","2","","","",""
"剩","2","","","",""
"鄙视","2","","","",""
"潜意识","2","","","",""
"公共场所","2","","","",""
"可悲","2","","","",""
"息","2","","","",""
"离谱","2","","","",""
"显著","2","","","",""
"冲击","2","","","",""
"盗版","2","","","",""
"出名","2","","","",""
"～","2","","","",""
"时报","2","","","",""
"浅显","2","","","",""
"朗朗上口","2","","","",""
"味道","2","","","",""
"这边","2","","","",""
"跨","2","","","",""
"藏","2","","","",""
"无从","2","","","",""
"总体","2","","","",""
"业余","2","","","",""
"校门","2","","","",""
"不得","2","","","",""
"苦差","2","","","",""
"立刻","2","","","",""
"指点","2","","","",""
"奇怪","2","","","",""
"老是","2","","","",""
"小野二郎","2","","","",""
"分清","2","","","",""
"菜单","2","","","",""
"法兰克福","2","","","",""
"座位","2","","","",""
"穿过","2","","","",""
"情景","2","","","",""
"乘客","2","","","",""
"穿梭","2","","","",""
"购物","2","","","",""
"火车站","2","","","",""
"电话","2","","","",""
"刷微博","2","","","",""
"领先","2","","","",""
"塑造","2","","","",""
"片段","2","","","",""
"庞大","2","","","",""
"稀少","2","","","",""
"独处","2","","","",""
"─","2","","","",""
"疲倦","2","","","",""
"短暂","2","","","",""
"关机","2","","","",""
"狂想","2","","","",""
"解放出","2","","","",""
"准确","2","","","",""
"直觉","2","","","",""
"鲜有","2","","","",""
"各地","2","","","",""
"中小城镇","2","","","",""
"五六","2","","","",""
"随处可见","2","","","",""
"配备","2","","","",""
"老百姓","2","","","",""
"自诩","2","","","",""
"男女","2","","","",""
"网络化","2","","","",""
"无人问津","2","","","",""
"公开","2","","","",""
"地主","2","","","",""
"领导","2","","","",""
"善意","2","","","",""
"猜想","2","","","",""
"抄袭","2","","","",""
"剽窃","2","","","",""
"见不得人","2","","","",""
"勾当","2","","","",""
"老本","2","","","",""
"江郎才尽","2","","","",""
"出版社","2","","","",""
"感慨","2","","","",""
"高尔基","2","","","",""
"加剧","2","","","",""
"人才","2","","","",""
"竞争力","2","","","",""
"不二法门","2","","","",""
"复兴","2","","","",""
"悬","2","","","",""
"九年制","2","","","",""
"老早","2","","","",""
"实行","2","","","",""
"外书","2","","","",""
"权力","2","","","",""
"品位","2","","","",""
"敏感","2","","","",""
"寥寥无几","2","","","",""
"几十分之一","2","","","",""
"毫无","2","","","",""
"出生","2","","","",""
"翻开","2","","","",""
"圣经","2","","","",""
"蜂蜜","2","","","",""
"舔","2","","","",""
"懂事","2","","","",""
"假如","2","","","",""
"钻石","2","","","",""
"任何人","2","","","",""
"必读","2","","","",""
"眼里","2","","","",""
"售","2","","","",""
"美元","2","","","",""
"安息日","2","","","",""
"光顾","2","","","",""
"地区","2","","","",""
"浓","2","","","",""
"人数","2","","","",""
"建国","2","","","",""
"诺贝尔奖","2","","","",""
"粮食","2","","","",""
"石油","2","","","",""
"食品","2","","","",""
"生产","2","","","",""
"惊人","2","","","",""
"医学","2","","","",""
"众多","2","","","",""
"计算","2","","","",""
"发育史","2","","","",""
"阅读史","2","","","",""
"向上","2","","","",""
"沉沦","2","","","",""
"宝贵","2","","","",""
"耗","2","","","",""
"盏","2","","","",""
"印度","2","","","",""
"工程师","2","","","",""
"新纪元","2","","","",""
"中华民族","2","","","",""
"礼仪之邦","2","","","",""
"中华","2","","","",""
"苦","2","","","",""
"华尔街日报","2","","","",""
"〈","2","","","",""
"〉","2","","","",""
"十五","2","","","",""
"意见","2","","","",""
"公布","2","","","",""
"第八","2","","","",""
"民","2","","","",""
"当地","2","","","",""
"续","2","","","",""
"西方人","2","","","",""
"当时","2","","","",""
"中西方","2","","","",""
"炒","2","","","",""
"堕落","2","","","",""
"文化教育","2","","","",""
"山东","2","","","",""
"管理系","2","","","",""
"主任","2","","","",""
"孙文广","2","","","",""
"严格","2","","","",""
"之下","2","","","",""
"见解","2","","","",""
"亚洲","2","","","",""
"电台","2","","","",""
"共产党","2","","","",""
"特征","2","","","",""
"真理","2","","","",""
"大于","2","","","",""
"性目","2","","","",""
"工程","2","","","",""
"哲学","2","","","",""
"知识性","2","","","",""
"广泛","2","","","",""
"子女","2","","","",""
"专业书","2","","","",""
"年纪","2","","","",""
"养生","2","","","",""
"武侠","2","","","",""
"入学","2","","","",""
"儿子","2","","","",""
"放书","2","","","",""
"理工大学","2","","","",""
"反思","2","","","",""
"敲门砖","2","","","",""
"友","2","","","",""
"上下班","2","","","",""
"形容","2","","","",""
"阅读面","2","","","",""
"广","2","","","",""
"乏味","2","","","",""
"单项","2","","","",""
"贫乏","2","","","",""
"枯燥","2","","","",""
"差别","2","","","",""
"眼下","2","","","",""
"申请","2","","","",""
"驻","2","","","",""
"信奉","2","","","",""
"现状","2","","","",""
"今年","2","","","",""
"高于","2","","","",""
"苦口婆心","2","","","",""
"各类","2","","","",""
"可惜","2","","","",""
"化","2","","","",""
"早已","2","","","",""
"促成","2","","","",""
"纸质书","2","","","",""
"美观","2","","","",""
"作风","2","","","",""
"绊脚石","2","","","",""
"课本","2","","","",""
"端","2","","","",""
"翻书","2","","","",""
"吃力","2","","","",""
"艰难","2","","","",""
"至于","2","","","",""
"戒","2","","","",""
"加班","2","","","",""
"咖啡厅","2","","","",""
"吃饭","2","","","",""
"一半","2","","","",""
"信任","2","","","",""
"私信","2","","","",""
"侦探","2","","","",""
"有意思","2","","","",""
"不错","2","","","",""
"之内","2","","","",""
"加油","2","","","",""
"几百","2","","","",""
"数百万","2","","","",""
"诸如","2","","","",""
"面临","2","","","",""
"读屏时代","2","","","",""
"到处","2","","","",""
"唤起","2","","","",""
"决心","2","","","",""
"隔绝","2","","","",""
"沉浸式","2","","","",""
"网站","2","","","",""
"反应","2","","","",""
"绝大多数","2","","","",""
"习","2","","","",""
"策略","2","","","",""
"大部头","2","","","",""
"病","2","","","",""
"称之为","2","","","",""
"囤书症","2","","","",""
"文本","2","","","",""
"组成","2","","","",""
"备","2","","","",""
"页数","2","","","",""
"兴起","2","","","",""
"字体","2","","","",""
"含","2","","","",""
"愉快","2","","","",""
"音频","2","","","",""
"金钱","2","","","",""
"长期","2","","","",""
"推移","2","","","",""
"最低","2","","","",""
"时刻","2","","","",""
"寿命","2","","","",""
"堆积","2","","","",""
"外部","2","","","",""
"存","2","","","",""
"剩余","2","","","",""
"便利","2","","","",""
"复习","2","","","",""
"首选","2","","","",""
"促进","2","","","",""
"书好","2","","","",""
"导入","2","","","",""
"做成","2","","","",""
"树木","2","","","",""
"查找","2","","","",""
"缺点","2","","","",""
"少数","2","","","",""
"赚","2","","","",""
"相关性","2","","","",""
"豆瓣","2","","","",""
"节能","2","","","",""
"非功利性","2","","","",""
"天然","2","","","",""
"带有","2","","","",""
"开心","2","","","",""
"血液","2","","","",""
"推崇","2","","","",""
"看待","2","","","",""
"如何阅读一本书","2","","","",""
"读者证","2","","","",""
"随后","2","","","",""
"附近","2","","","",""
"使用率","2","","","",""
"空闲","2","","","",""
"小区","2","","","",""
"馆","2","","","",""
"此类","2","","","",""
"额","2","","","",""
"押金","2","","","",""
"早上","2","","","",""
"可观","2","","","",""
"站","2","","","",""
"二十","2","","","",""
"字儿","2","","","",""
"难道","2","","","",""
"","2","","","",""
"字数","2","","","",""
"好奇心","2","","","",""
"@","2","","","",""
"刚好","2","","","",""
"精读","2","","","",""
"一两","2","","","",""
"问法","2","","","",""
"试图","2","","","",""
"反省","2","","","",""
"欲","2","","","",""
"半夜","2","","","",""
"崇高","2","","","",""
"时时刻刻","2","","","",""
"追寻","2","","","",""
"与此同时","2","","","",""
"陌生","2","","","",""
"焦虑","2","","","",""
"验证","2","","","",""
"宽","2","","","",""
"心胸","2","","","",""
"开启","2","","","",""
"闲书","2","","","",""
"场","2","","","",""
"拼","2","","","",""
"来不","2","","","",""
"拓展","2","","","",""
"口","2","","","",""
"冰心","2","","","",""
"劝学","2","","","",""
"派","2","","","",""
"颇","2","","","",""
"解释","2","","","",""
"佳","2","","","",""
"职业","2","","","",""
"好比","2","","","",""
"在什","2","","","",""
"八卦","2","","","",""
"牢固","2","","","",""
"预测","2","","","",""
"模拟","2","","","",""
"想起","2","","","",""
"达成","2","","","",""
"分享师","2","","","",""
"夜风","2","","","",""
"出声","2","","","",""
"走路","2","","","",""
"围绕","2","","","",""
"投诉","2","","","",""
"爸爸","2","","","",""
"无处","2","","","",""
"成员","2","","","",""
"猜测","2","","","",""
"榜样","2","","","",""
"彼此","2","","","",""
"无形中","2","","","",""
"特强","2","","","",""
"意念","2","","","",""
"地理","2","","","",""
"见闻","2","","","",""
"大有裨益","2","","","",""
"同级","2","","","",""
"校外","2","","","",""
"佳积","2","","","",""
"传承","2","","","",""
"培育","2","","","",""
"之上","2","","","",""
"健全","2","","","",""
"祝福","2","","","",""
"寓教于乐","2","","","",""
"建设","2","","","",""
"绘","2","","","",""
"约束","2","","","",""
"年龄段","2","","","",""
"画报","2","","","",""
"提醒","2","","","",""
"鲜艳","2","","","",""
"看作","2","","","",""
"关心","2","","","",""
"早慧","2","","","",""
"儿时","2","","","",""
"众所周知","2","","","",""
"产业革命","2","","","",""
"比尔","2","","","",""
"盖茨","2","","","",""
"为止","2","","","",""
"进度","2","","","",""
"留级","2","","","",""
"百科全书","2","","","",""
"微软","2","","","",""
"的——","2","","","",""
"幼儿期","2","","","",""
"灰太狼","2","","","",""
"喜羊羊与灰太狼","2","","","",""
"爱不释手","2","","","",""
"绘画","2","","","",""
"精美","2","","","",""
"权利","2","","","",""
"孩","2","","","",""
"子","2","","","",""
"做主","2","","","",""
"没事","2","","","",""
"津津有味","2","","","",""
"乐意","2","","","",""
"串","2","","","",""
"排图","2","","","",""
"结尾","2","","","",""
"故意","2","","","",""
"玩味","2","","","",""
"及其","2","","","",""
"保护","2","","","",""
"受骗","2","","","",""
"温暖","2","","","",""
"熏陶","2","","","",""
"必然","2","","","",""
"潜移默化","2","","","",""
"观念","2","","","",""
"及早","2","","","",""
"幼儿园","2","","","",""
"多种","2","","","",""
"人文","2","","","",""
"值观","2","","","",""
"注重","2","","","",""
"共读","2","","","",""
"穿","2","","","",""
"叙述","2","","","",""
"适时","2","","","",""
